yy	mm	dd	Sardegna_CA011B097	Sardegna_CA013B093	Sardegna_CA026B079	Sardegna_CA029B017	Sardegna_CA030B175	Sardegna_CA034B191	Sardegna_CA038B170	Sardegna_CA039B232	Sardegna_CA040B077	Sardegna_CA045B021	Sardegna_CA051B276	Sardegna_CA054B109	Sardegna_CA061B225	Sardegna_CA067B113	Sardegna_CA069B312	Sardegna_CA073B050	Sardegna_CA073B171	Sardegna_CA078B229	Sardegna_CA082A008	Sardegna_CA082B039	Sardegna_CA084B044	Sardegna_CA085B210	Sardegna_CA086B062	Sardegna_CA088B119	Sardegna_CA092B140	Sardegna_CA095B182	Sardegna_CA102B148	Sardegna_CA103B212	Sardegna_CA104B085	Sardegna_CA105B047	Sardegna_NU002B035	Sardegna_NU004B216	Sardegna_NU015B068	Sardegna_NU016B126	Sardegna_NU022B201	Sardegna_NU034B095	Sardegna_NU042B031	Sardegna_NU043B096	Sardegna_NU045B433	Sardegna_NU048A002	Sardegna_NU048B065	Sardegna_NU058B202	Sardegna_NU060B054	Sardegna_NU063B023	Sardegna_NU063B025	Sardegna_NU063B172	Sardegna_NU063B227	Sardegna_NU065B051	Sardegna_NU067B101	Sardegna_NU073B090	Sardegna_NU076B127	Sardegna_NU076B180	Sardegna_NU077B067	Sardegna_NU078B020	Sardegna_NU079B194	Sardegna_NU083B009	Sardegna_NU090B049	Sardegna_NU095B211	Sardegna_OR004B207	Sardegna_OR009B001	Sardegna_OR025B037	Sardegna_OR030B156	Sardegna_OR032E006	Sardegna_OR038B181	Sardegna_OR039B174	Sardegna_OR042B200	Sardegna_OR073B221	Sardegna_OR077B103	Sardegna_SS001B271	Sardegna_SS002B078	Sardegna_SS003B139	Sardegna_SS005B003	Sardegna_SS012B002	Sardegna_SS013B169	Sardegna_SS013B224	Sardegna_SS014B110	Sardegna_SS015B041	Sardegna_SS018B022	Sardegna_SS022B165	Sardegna_SS022B187	Sardegna_SS025B151	Sardegna_SS028B107	Sardegna_SS028B236	Sardegna_SS038B038	Sardegna_SS038B111	Sardegna_SS042B045	Sardegna_SS051B087	Sardegna_SS052B048	Sardegna_SS053B458	Sardegna_SS054B034	Sardegna_SS059A001	Sardegna_SS059B061	Sardegna_SS059B159	Sardegna_SS060B237	Sardegna_SS068B230	Sardegna_SS073B028	Sardegna_SS077B168	Sardegna_SS086B155
1997	08	25	29	31	31	26	30	31	19	26	32	31	30	29	30	33	NA	31	32	30	30	29	29	26	30	32	29	30	29	29	27	28	29	30	28	30.5	29	29.5	30	27	NA	29.9	26	29	29	26	23	30	NA	28	26	26	22	27	25	29	29	26	28	29	32	32	27	36	33.4	31	30	32	36	30	29	28	27	31	29	35	35	31	30	33	26	30	31	31	28	33	35	29	30	35	30	28	27.4	32	31	27	28.5	29	33	27
1997	08	26	28	29	29	26	29	30	23	27	27	32	29	29.5	32	32	NA	30	31	33	30.6	28	31	29	30	28	32	29	29	31	26	31	29	28.5	31	30.5	25	24.2	29	25	NA	NA	21	25	24	23	25	30	NA	22	24	26	26	24	24	32	27	23	25	29	28	28	27	30	29.1	29	27	28	27	29	27	26	30	30	25	32	29	30	29	33	26	25	30	28	28	30	28	28	30	30	29	23	26.8	30	29	27.5	28.5	26	28	27
1997	08	27	30	29	30	27	27	29	26	25	27	29	29	31	31	30	NA	29	30	26	30.6	30	33	27	31	27	31	30	28	30	24	30	28	29.5	34	31	25	25.7	29	25	NA	NA	21	25	20.5	25	27	31	NA	22	24	27	27	24	25	34	25	24	25	29	28	27	26	30	28.4	31	26	28	28	27	28	28	27	30	26	29	30	32	28	30	27	27	31	29	30.5	28	28	28	30	30	28	23	26.8	30	28	22.5	25	28	30	27
1997	08	28	27	33.5	33	30	26	30	25	29	27	32	29	35	34	32	NA	32	32	26	32.8	32	32	27	27	30	33	31	30	32	26	32	33	34	34	31	26	27.5	28	27	NA	NA	19	27.5	27	27	25	31	NA	26	26	29	27	28	26	34	27	22	25	33	30	28	24	32	30.4	26	29	29	33	31	29.5	28.8	25	29	26	34	33	35	27	33	27	29	30	21	24	29	32	26	30	32	28	27	26.4	30	29	28.5	26	27	26	30
1997	08	29	27	26.5	27	26	28	30	28	22	29	30	28	32	29	26	NA	26	27	23	27.6	28.5	31	29	29	24	27	26	30	29	29	27	27	33.5	31	31	28	21	30	27	NA	28.2	16	22	22	21	21	34	NA	25	26	28	25	23	26	28	23	22	29	26.5	27	28	27	25	25.7	28	23	26	26	30	30	24.2	25	22	25	25	33	28	27	27	22	22	25	23	25	23	26	27	30	27	28	17	21.4	26	29	23	20	18	30	30
1997	08	30	27	27.5	30	26	32	30	26	25	27	29	29	31	32	29	NA	29	30	32	30.2	29	32	26	30	29	29	28	28	31	25	30	29	29	31	31	28	23	31	28	NA	29.2	20	24.5	24.5	20	20	33	NA	25	25	27	23	25	24	28	25	26	29	29	29	27	29	27	27.6	32	24	27	27	30	31	25.2	25	25	25	26	28	29	28	29	22	24	27	27	28	25	26	26	29	28	29	23	23.8	30	27	26	22	20	31	30
1997	08	31	29	32	32	29	32	32	28	27	32	31	31	30.5	32	31	NA	29	30	29	29	30	30	29	32	30	30	30	28	29	27	28	28	28	30	31	24	29.5	29	35	NA	25	24	29.5	26	25	25	31	NA	28	29	27	23	29	23	28	30	26	30	28	30	32	29	33	31.1	35	28	31	32	30	31	27	25	27	29	27	29	29	29	33	26	26	30	29	30	30	33	26	29	34	30	28	24.4	32	29	30	25.5	26	30	30
1997	09	01	29	32	32	30	30	30	29	30	32	30	29	29	36	32	NA	29	31	30	28.2	28	30	30	31	33	32	32	29	30	28	30	28	30.5	30	31	30	31.5	32	35	NA	28.2	25	31.5	31	28	28	30	NA	30	30	27	24	30	25	29	31	28	30	28	32	32	29	35	33.3	33	31	33	35	30	29.5	26.8	25	31	31	31	31	30	29	33	27	29	28	30	30	33	36	28	30	34	31	29	28.2	32	27	32.5	28.5	26	35	30
1997	09	02	29	29.5	30	27	27	31	28	30	34	31	29	29	30	33	NA	30	31	24	30	28	29	34	30	27	31	30	29	31	26	30	29	31.5	33	31	27	29	28	35	NA	26.6	29	29	27	26	26	31	NA	28	28	27	30	26	27	30	28	27	27	33	32	30	24	36	31.3	31	30	32	32	30	29	27	25	30	29	30	31	32	29	36	27	27	28	31	25	30	30	27	28	35	29	27	27.8	31	30	29	28	25	30	32
1997	09	03	26	28	30	26	29	28	25	24	28	30	29	28	29	30	NA	28	31	32	29	30	30	28	29	29	30	29	28	31	26	28	27	27	30	32	24	23.5	28	35	NA	23.2	19	24.5	23.5	23	23	31	NA	26	23	26	25	20	24	28	27	23	26	27	29	29	22	30	29.2	30	28	30	30	27	27	23.8	27	28	23	21	25	27	25	25	23	24	27	26	25	28	24	28	28	25	26	23	24	30	25	24	21.5	15	24	30
1997	09	04	26	29	31	26	33	29	25	25	29	30	29	27	33	30	NA	29	29	23	30.8	29.5	31	26	30	28	30	30	28	29	25	30	28	31	31	32	26	26	28	35	NA	23	21	27	25.5	19	19	28	NA	26	26	26	25	25	29	28	26	23	26	28	29	30	22	30	30.1	34	27	29	28	27	28	26.6	30	27	26	28	29	28	26	30	25	25	28	28	26	28	28	30	30	31	28	23	26	29	32	28	24	16	28	NA
1997	09	05	26	32	32	27	34	31	27	27	31	31	28	28	34	30	NA	30	31	31	29.4	29.5	32	30	32	29	30	28	29	30	27	27	27	30	30	31	26	28.3	31	35	NA	24	23	27	27.5	26	25	28	NA	27	28	26	25	26	25	29	27	23	27	28	29	31	21	31	30.9	33	27	30	32	28	30.5	27.6	25	27	29	33	30	30	26	33	28	29	30	29	28	29	28	29	30	33	30	27	25	32	34	31	25.5	30	31	NA
1997	09	06	27	33	33	29	31	32	28	25	32	32	31	27.5	32	30	NA	31	33	24	30	29.5	31	29	32	31	30	29	29	31	27	29	28	29	31	31	27	29.8	31	35	NA	24.8	23	27	27.5	26	26	29	NA	28	30	26	27	28	26	30	27	25	29	29	30	32	20	32	31.8	33	30	32	34	29	31	28	26	30	30	29	30	32	27	33	27	28	29	30	27	30	33	30	31	32	31	27	27	32	33	32	27	28	30	23
1997	09	07	26	32	31	27	32	30	26	20	32	30	30	27	33	28	NA	29	29	31	31.4	29	32	29	32	29	33	30	28	30	27	29	28	30	31	31	28	27	30	34	NA	22.6	24	23	24.5	26	26	30	NA	29	29	26	23	26	24	29	26	25	29	26	31	30	24	34	32	33	27	32	32	29	31	26.8	25	30	28	34	33	30	29	33	29	29	29	29	27.5	30	32	31	30	34	30	23	29.8	33	34	31	28.5	27	28	24
1997	09	08	27	31	28	26	31	31	23	23	31	27	29	26	31	30	NA	26	29	30	27.4	28	32	32	28	28	30	28	28	28	26	24	29	30.5	31	32	27	27.3	30	34	NA	23.2	24	26	25	26	26	31	NA	26	27	26	24	25	24	29	26	23	25	27	33	31	24	34	33	32	29	32	32	30	31.5	28	27	30	28	31	30	31	29	33	27	28	30	29	31	31	30	30	29	33	29	27	30	33	32	29.8	28.5	21	30	24
1997	09	09	29	30.5	32	29	29	31	28	27	30	30	33	29	33	28	NA	31	32	28	31.2	30	31	28	30	29	29	28	30	29	25	29	29	31	31	33.5	28	26.3	26	34	NA	27	24	27	27	26	27	30	NA	27	30	26	24	28	23	31	28	26	27	22	29	32	27	30	30.7	30	29	30	29	29	28	29.6	26	28	28	29	30	32	29	33	27	26	30	32	29	30	29	28	29	33	30	27	24.8	33	31	30	26	30	31	24
1997	09	10	28	29	31	29	32	31	28	25	33	31	32	32	31	28	NA	30	31	34	31	29.5	32.5	28	30	27	30	30	28	31	24	30	29	31	34	34	25	28.5	26	34	NA	24.2	23	28	26.5	26	26	32	NA	26	27	28	25	27	26	30	27	25	25	29	30	30	27	31	29.3	32	26	29	29	29	31	26.6	28	27	26	29	29	33	26	30	26	27	30	30	27.5	30	30	27	29	32	30	27	26.4	30	30	28.5	23	29	28	24
1997	09	11	27	31.5	31	29	34	30	27	26	34	31	31	30	38	30	NA	29	30	34	28.4	27.5	30.5	29	33	30	30	30	29	30	27	28	28	31.5	34	31	24	28.5	30	31	NA	25.4	24	28	27.5	26	25	29	NA	27	27	28	25	27	24	31	26	25	28	29	30	32	27	33	31.3	34	29	31	33	32	30.5	27.6	29	29	29	30	29	32	29	30	26	28	29	29	27.5	30	31	28	30	33	31	28	26.4	32	29	30.5	25	33	30	27
1997	09	12	29	33	33	30	33	30	27	26	33	32	32	31	34	32	NA	30	32	29	29.2	27.5	31	29	33	30	32	31	29	32	28	28	33	32	34	31	28	29	30	27	NA	26.6	25	30	28.5	24	22	28	NA	29	29	27	27	28	25	31	29	27	28	29	31	32	27	33	33	35	30	33	34	28	30	27.4	30	30	32	29	30	30	30	30	27	27	29	30	34	31	31	26	31	33	29	28	26.4	30	31	31	26	31	31	27
1997	09	13	31	33	31	30	27	31	30	30	33	31	32	33	35	35	NA	30	30	30	29.2	27	32	34	27	33	33	32	30	32	30	29	29	30	31	30	30	31	29	27	NA	27.6	27	30.5	29	28	30	28	NA	30	30	27	28	30	29	32	31	28	30	33	33	33	27	35	34.4	27	32	34	35	32	31	30.4	30	31	21	31	35	31	33	33	33	33	32	34	24.5	32	35	27	28	34	28	30	26.4	32	31	31.5	28.5	32	33	27
1997	09	14	28	27	27	30	28	32	26	25	22	31	31	32	31	26	NA	27	28	27	29.8	27	31	32	28	28	28	27	29	30	21	29	23	25.5	31	31	26	22	30	30	NA	21.8	20	27	25	26	26	29	NA	29	26	28	24	24	21	32	25	28	30	20	27	28	27	35	27	30	25	27	26	25	26	25	24	30	23	26	26	28	30	24	24	23	25	26	22	26	26	25	26	35	28	20	23.6	28	30	25.2	21	27	26	25
1997	09	15	25	27	26	24	30	29	22	24	26	24	26	24.5	27	27	NA	25	26	30	25.6	29	25	26	29	24	28	26	24	26	24	24	23	26	27	29	25	24	27	30	NA	20.8	19	25	23.5	23	21	29	NA	23	26	22	24	23	20	26	24	19	23	24	28	28	27	34	28.8	31	25	28	28	27	25	25.2	26	24	23	28	28	28	24	24	23	25	25	24	21	26	27	25	28	29	26	20	24.8	29	30	26	23.5	25	28	28
1997	09	16	25	29.5	30	27	30	30	21	25	27	30	30	26.5	31	29	NA	28	28	31	28	29.5	29	26	29	27	29	22	26	28	25	26	23	26.5	27	29	25	24.5	28	32	NA	21.4	20	25.5	25.5	23	23	32	NA	26	26	24	25	25	22	26	25	19	25	22	28	29	26	31	30	32	27	29	30	29	25	23.8	26	23	23	27	30	27	24	24	23	25	26	23	24	25	27	24	28	28	26	20	26.6	31	30	25.5	23	22	26	23
1997	09	17	26	30	29	27	30	29	25	25	29	28	28	26	30	29	NA	28	29	29	28	27.5	29	26	31	29	31	29	27	28	25	27	24	26.5	28	28	26	26.5	28	30	NA	21	24	25.5	26.5	22	23	32	NA	26	26	22	25	25	21	26	25	22	23	20	30	30	26	31	30.7	32	28	31	30	30	25	24.6	25	22	25	30	30	27	26	27	23	26	27	25	24	27	28	24	28	30	27	20	25.8	30	30	28	23.5	23	28	30
1997	09	18	26	29	29	27	29	29	25	25	29	28	30	27	32	28	NA	28	29	27	28	28	30	27	30	28	31	29	26	28	24	26	26	26	28	28	25	26	27	27	NA	23	20	25.5	25.5	24	22	34	NA	27	22	24	25	26	21	26	24	22	25	17	30	31	26	30	30	29	27	30	32	30	28	25.2	26	27	26	28	21	28	27	27	25	26	28	26	27.5	27	28	25	28	30	28	25	25.4	32	29	28	23	28	29	30
1997	09	19	29	28	30	27	28	30	26	26	30	30	28	29	32	28	NA	29	31	31	31	31	31	26	29	30	30	28	26	30	26	22	27	26	28	28	24	24.5	27	30	NA	23.8	20	26	25.5	24	25	35	NA	25	24	25	24	27	25	28	28	22	26	29	29	30	25	29	28.7	29	25	28	28	27	28	25	24	25	24	29	28	28	26	27	23	23	27	30	25	27	25	24	28	30	29	25	24.2	30	29	27	21.5	13	27	30
1997	09	20	27	27	29	27	28	29	25	25	27	29	30	27	31	27	NA	29	30	25	29.2	30	29	29	26	29	29	27	26	30	25	28	26	28	28	28	23	24.5	26	31	NA	23.2	24	25	25.5	26	23	33	NA	25	25	25	25	26	23	26	27	22	20	29	28	27	26	29	27.8	28	24	27	27	26	27	24.6	20	25	26	27	27	28	26	27	24	24	27	28	25	28	28	26	27.5	30	28	25	23.6	29	27	26.5	21	26	26	30
1997	09	21	27	26	24	24	27	29	26	26	26	30	26	26.5	25	24	NA	24	24	23	24.4	30	25	29	26	25	29	25	26	26	24	23	26	23.5	28	28	24	23	25	31	NA	20.8	20	23	23.5	22	21	30	NA	24	22	25	20	20	20	28	22	25	25	27	27	27	26	29	28.1	26	26	27	29	25	28	23.4	21	25	24	28	25	27	25	30	23	27	27	25	21	27	29	24	27	30	27	20	25.2	27	28	27	24	25	27	31
1997	09	22	26	25.5	26	24	27	25	22	24	25	29	26	27	28	25	NA	25	25	25	26.2	26	25	25	29	26	27	25	25	24	23	25	22	25	22	22	23	22	24	30	NA	18	17	20	21.5	20	21	27	NA	21	23	20	20	23	19	25	22	21	22	18	27	24	24	29	27.8	27	24	24	27	25	24	20.4	20	25	19	27	27	24	20	24	23	23	25	20	22	26	25	24	26	27	27	20	27.2	26	29	24	21.5	20	23	24
1997	09	23	25	26	27	25	28	26	23	21	27	29	26	27.5	30	26	NA	26	27	28	27.2	27	28	24	26	25	28	26	23	28	22	25	23	26	22	25	23	22.5	24	30	NA	18.4	20	22	20	22	22	24	NA	24	24	23	21	23	19	26	22	21	22	29	28	26	25	27	27.7	28	24	27	27	25	25	23.6	24	23	22	26	26	24	24	24	23	22	26	25	22	24	26	23	27	29	26	20	24.8	26	27	25.5	21	23	25	25
1997	09	24	26	26.5	27	25	28	27	24	24	28	28	27	28	30	26	NA	27	27	30	28	28.5	29	26	28	27	27	28	26	29	24	26	23	25	28	26	23	22.5	24	27	NA	19.8	19	22	22.5	22	23	29	NA	25	25	23	22	24	21	27	23	20	25	NA	28	26	25	27	27.6	29	24	27	26	27	27	22.6	25	24	23	21	28	25	23	24	22	23	26	24	21.5	24	25	20	27	27	27	20	24	28	28	24.5	20.5	16	24	25
1997	09	25	26	27	26	22	28	27	21	21	27	27	27	27	30	28	NA	25	27	28	26.8	26	29	25	28	27	28	29	27	26	23	24	24	25	27	26.5	25	23	25	27	NA	19	19	23	21	21	21	26	NA	24	25	23	22	22	19	26	23	20	25	16	31	26	25	30	29.5	29	NA	28	29	27	26	22.2	24	24	22	22	29	24	23	24	23	24	26	23	22	25	25	22	27	28	27	20	26.4	29	27	24.8	22	23	25	25
1997	09	26	26	28	29	25	30	28	25	21	26	28	27	26	30	27	NA	25	29	29	27.4	26	28	26	28	24	28	26	27	28	18	25	24	25	27	26.5	24	24	25	25	NA	20.8	22	25	24.5	22	23	26	NA	25	26	23	23	25	20	26	25	20	24	27	28	27	26	28	28.8	29	24	28	28	28	25	22.2	21	23	23	28	20	24	26	24	23	24	25	24	25	25	26	25	27	28	26	20	25.4	29	27	26	22.5	22	26	24
1997	09	27	25	27	29	25	28	28	25	25	28	28	27	26	30	27	NA	25	27	30	26	26	27	23	30	28	27	27	25	26	24	25	23	27	27	26	24	25	28	25	NA	22.4	22	25	25.5	20	22	26	NA	25	26	22	24	24	21	25	25	23	25	27.5	28	29	25	28	28	30	25	28	29	28	25	24.8	25	24	26	26	27	25	27	24	24	25	26	26	25	26	28	26	28	29	27	25	24.8	26	26	27	22	25	27	NA
1997	09	28	26	27.5	26	25	30	27	25	24	28	29	27	26	31	27	NA	25	28	32	26.6	26.5	27.5	27	32	27	29	28	26	27	23	25	24	26	27	26	25	26.5	28	27	NA	23.8	22	25	26.5	22	24	25	NA	26	26	20	25	25	22	24	26	23	25	25	28	30	24	31	28.9	29	26	29	30	27	25	24	26	26	26	28	27	28	27	28	24	25	26	26	24	26	29	22	29	30	27	26	24.2	30	27	27.8	22	23	28	NA
1997	09	29	27	30	32	25	30	30	25	25	28	30	31	27	30	29	NA	29	30	31	29	27.5	29	28	30	30	31	28	27	28	23	22	24	28	28	27	25	25.5	25	27	NA	20.2	23	25	19.5	22	21	26	NA	24	25	21	23	25	20	28	26	22	25	22	28	26	24	31	30	32	NA	30	34	29	27	24.2	24	24	25	28	27	26	26	29	26	26	25	25	26	24	28	24	27	30	26	24	27	28	26	27	24	19	29	NA
1997	09	30	28	28.5	29	24	28	29	25	23	32	30	28	27	31	30	NA	27	28	27	27.4	27	29	29	30	28	30	28	26	27	24	27	27	27.5	31	27	26	27.2	28	25	NA	23	24	26.5	25	21	21	25	NA	26	26	23	25	25	18	26	26	22	25	27	30	25	22	33	31.2	30	27	32	32	29	25	24.6	23	25	27	29	28	28	27	30	26	28	27	26	26	27	30	23	28	32	28	26	26.4	29	26	29	24	27	28	NA
1997	10	01	29	28.5	30	27	28	29	26	25	31	30	28	30	33	27	31	26	26	28	27.2	27	30	28	29	29	29	28	28	30	25	27	27	27.5	31	27	20	24.5	26	26	NA	23	20	25	26	25	25	25	NA	25	27	27	25	26	20	28	25	24	25	28	29	29	22	30	28.7	29	26	28	28	28	26	24	25	27	23	22	28	29	24	27	24	26	27	27	26	24	26	25	27	29	27	24	25.2	29	24	26.8	21.5	23	27	NA
1997	10	02	28	27	29	26	27	29	26	25	27	30	29	30	31	28	30	28	30	28	29	30.5	31	29	28	27	28	26	28	29	25	27	27	29	31	28	25	23.5	26	25	NA	21.6	20	25	24.5	24	25	28	NA	24	25	26	24	24	21	28	26	22	24	28	28	26	21	29	27.8	29	25	27	27	27	27	26	28	26	25	30	30	28	25	30	26	27	27	28	28	25	28	28	30	29	27	24	25.2	27	26	25.2	21.5	24	25	NA
1997	10	03	28	26	27	27	30	29	25	24	26	29	29	30.5	32	26	30	28	30	28	30	30.5	32	26	29	27	28	26	27	30	25	30	28	28	31	28	23	23.5	26	25	NA	22.2	24	25	24	24	25	29	NA	25	25	25	24	25	23	29	26	22	24	29	28	29	19	28	27.6	30	25	27	27	26	27	24.6	25	26	27	29	28	28	25	30	25	26	27	29	24.5	25	28	27	27	30	28	25	24.8	29	25	26.5	21	28	28	NA
1997	10	04	27	29.5	30	26	28	28	21	25	30	30	30	31.5	31	27	29	27	29	28	27	30.5	29	26	30	29	29	27	26	28	24	26	26	26	31	28	27	26	28	25	NA	22.2	25	25	24	22	24	29	NA	25	27	23	24	20	22	29	24	22	25	29	29	29	20	30	30	30	27	29	31	29	27	24.4	24	25	26	31	24	28	26	30	26	27	27	26	25	24	30	26	28	30	27	23	25.6	27	28	26.8	24	23	29	NA
1997	10	05	27	28.5	28	26	30	28	24	23	29	31	30	27	29	25	29	28	29	33	27.6	30	28	26	31	27	31	28	28	27	24	25	27	26	28	28	27	26	27	26	NA	21.4	25	25	25	22	21	28	NA	26	27	23	24	24	24	29	23	24	25	28	31	30	20	32	31	29	26	31	31	29	28	23.6	27	27	25	31	29	28	27	30	25	26	28	25	23	24	28	25	28	30	26	23	27.4	32	27	28.5	24	23	28	NA
1997	10	06	27	29.5	29	28	28	29	25	25	30	30	29	29	32	31	29	28	29	29	28.6	29.5	31	26	29	31	31	30	30	30	26	28	22	23.5	23	24	27	24.2	27	26	NA	22.2	25	25	22	20	24	28	NA	23	25	25	25	25	22	25	27	23	26	20	30	29	19	32	30	31	29	30	30	26	27	22.6	27	25	24	30	27	28	23	24	25	25	28	23	26	24	26	24	28	30	24	20	27.2	30	28	24.5	24	21	25	NA
1997	10	07	27	28	29	29	27	29	27	27	27	31	28	31	31	29	29	30	30	31	28.6	28.5	29	27	27	29	29	27	29	31	27	27	23	25	30	29	26	25.2	26	27	NA	25	26	26.5	23.5	22	25	29	NA	26	27	25	25	24	24	25	26	24	26	18	29	29	18	30	29.6	28	27	29	28	27	26.5	24	26	24	26	33	28	26	25	30	26	28	27	25	26	26	29	22	27	30	24	26	27.4	29	28	28.8	25	28	28	28
1997	10	08	27	26.5	27	26	27	28	25	24	27	29	29	30	30	26	29	28	29	32	29.6	31	29	27	27	28	28	27	29	29	25	26	24	25	29	28	26	24.5	22	26	NA	22	24	25	24	20	19	28	NA	26	26	25	25	25	24	28	25	23	24	28	28	29	19	29	28	29	25	27	27	25	26	24.8	24	26	26	33	27	25	25	27	24	24	27	26	26	25	27	21	27	29	26	25	25.4	29	26	26.5	22	22	26	28
1997	10	09	27	26.5	27	26	26	28	26	23	27	28	30	30.5	31	27	29	29	29	29	29.4	30	30	27	27	29	29	27	28	30	25	27	23	27	29	27	25	24.5	25	27	NA	23	20	25	25	18	26	27	NA	27	27	25	24	25	24	28	26	23	25	29	28	28	19	27	28	27	25	28	27	26	26	25.4	27	25	24	27	27	26	25	27	23	25	27	28	25	24	26	23	28	30	27	25	25.2	28	26	26.5	21.5	27	27	28
1997	10	10	27	26.5	28	27	28	29	25	22	26	29	30	31	31	27	29	27	28	31	28.6	28.5	29	29	27	27	27	26	27	28	23	27	22	29	29	28	22	23.2	26	23	NA	20.8	18	22.5	23	24	24	28	NA	28	24	26	21	24	23	28	24	22	23	27	27	27	20	28	27.8	28	25	27	27	25	26.5	23.4	27	23	23	26	26	28	21	27	23	26	27	25	23	24	26	24	29	29	23	20	24.2	28	25	25.5	22	23	26	28
1997	10	11	26	26.5	22	27	25	28	25	22	26	28	27	28	31	26	29	27	28	28	29.4	28	30	26	27	27	27	27	27	30	25	28	29	28	30	20	22	21.5	24	24	NA	19.4	15	22	21.5	22	24	29	NA	27	27	25	20	18	20	28	22	22	22	26	27	25	20	25	27.6	26	25	28	27	25	24.5	22.2	26	23	20	26	27	29	19	25	23	23	26	23	22	22	26	25	30	29	24	20	23.6	25	24	24.5	21	20	25	28
1997	10	12	26	25.5	25	25	21	27	22	21	21	26	26	26	29	21	29	26	26	24	28	27.5	30	27	22	24	27	25	26	29	23	27	27	27	30	18	21	21.2	22	20	NA	18.2	13	22	19.5	20	21	30	NA	22	21	24	19	20	20	28	21	20	22	26	24	24	18	24	25.1	22	23	25	23	25	24	23.8	25	23	19	26	26	28	18	24	25	23	25	25	18	20	23	24	19	25	22	20	23.8	25	25	23.8	20	15	25	28
1997	10	13	19	20	20	18	19	20	16	16	20	20	20	22	22	18	21	20	20	20	22	22.5	22	28	18	21	21	21	25	22	17	19	20	23.5	28	18	15	15.5	18	20	NA	13.8	9	16	14	18	20	30	NA	15	17	18	14	15	12	18	15	13	15	20	21	19	18	22	21.4	19	24	20	19	19	22	22.8	22	20	17	22	22	22	17	22	19	22	20	21	13.5	15	23	23	20	23	22	14	19.2	20	23	17	14.5	11	18	28
1997	10	14	18	19	20	18	21	20	16	15	20	18	20	23	21	16	19	19	19	23	20.2	22	21	22	22	19	19	19	25	21	15	20	24	18	22	18	14	13.5	16	17	NA	10.2	9	14	12	14	13	20	NA	14	17	17	13	15	11	21	14	12	15	15	19	17	18	20	20.6	22	17	21	21	19	20	18	19	18	15	21	20	18	18	21	16	16	19	16	17	15	18	22	20	19	18	13	16.4	20	20	16.5	12.5	12	16	18
1997	10	15	19	20	21	19	20	20	19	17	19	22	23	22.5	22	19	20	21	21	24	20.1	21.5	17	17	24	20	21	20	24	23	17	22	21	23	21	17.5	16	15.5	15	18	NA	13	9	16	15	14	15	20	NA	16	17	17	15	16	12	23	12	14	15	22	24	19	19	23	21.4	20	17	20	20	18	22	18.4	18	19	15	21	19	21	17	19	16	17	19	18	18	15	18	23	23	20	17	14	17.4	19	20	17	13.5	17	17	19
1997	10	16	21	19.5	20	19	22	21	19	16	16	22	23	24	22	21	19	21	22	26	21.8	22.5	22	20	25	21	23	21	20	23	17	22	20	21	21	19	15	15	16	17	NA	11.8	9	15	12	16	15	20	NA	14	17	17	13	15	13	19	10	13	16	12	17	17	19	20	20	24	17	19	21	20	24	19.6	15	17	15	21	21	22	17	NA	17	19	20	20	20	15	18	21	23	22	16	14	18	20	21	17.5	14.5	15	20	19
1997	10	17	21	16	23	25	26	24	19	19	25	21	20	25	25	23	19	23	24	27	22.8	23.5	24	21	28	21	24	23	24	24	20	24	23	22	25	22	17	18.5	20	20	NA	16.4	15	18	15	16	17	21	NA	15	19	17	17	18	17	23	18	19	18	23	22	21	19	21	23	28	20	22	22	22	24	20.8	21	20	20	24	23	23	18	NA	19	20	23	23	20	20	21	22	24	24	17	19	20	22	21	21	17	21	22	22
1997	10	18	22	24.5	25	22	25	26	20	19	25	23	20	26	24	22	19	24	25	29	23.6	24	25	21	24	24	26	24	24	23	19	21	22	22.5	25	23.5	17	21.5	23	20	NA	17.6	20	20	21	18	18	22	NA	17	21	17	19	21	20	24	19	19	21	23	25	25	20	26	27.5	28	21	22	28	24	23	20.6	20	20	20	21	27	23	19	NA	23	22	23	22	22	20	25	23	24	25	20	14	22.6	27	24	23.5	19.5	17	21	25
1997	10	19	22	24.5	25	22	19	25	20	19	25	26	21	25	25	24	19	24	21	28	23.2	25	25	26	25	26	28	25	24	24	20	23	22	24	25	24	18	22	23	20	NA	19.4	17	22	21	20	20	22	NA	21	22	17	21	22	20	25	20	19	21	25	26	26	20	25	27.5	24	22	27	28	25	24.5	22	28	23	23	25	25	23	22	NA	22	22	24	23	23	22	25	22	23	26	20	20	21.4	27	27	23.5	18.5	21	22	26
1997	10	20	20	23	25	22	25	24	20	20	24	24	21	26	27	23	24	23	24	25	24.2	24	23	26	26	25	25	24	23	25	21	23	22	23	25	23	18	20.5	23	22	NA	19.2	18	20.5	19.5	20	22	23	NA	20	21	18	19	19	20	25	20	19	20	24	23	23	19	24	24.2	25	22	27	27	24	24	22.2	22	23	22	25	24	25	22	NA	22	23	23	24	20	21	24	21	22	24	21	20	19.8	30	22	20.5	19.5	19	21	24
