yy	mm	dd	Sardegna_CA011B097	Sardegna_CA013B093	Sardegna_CA026B079	Sardegna_CA029B017	Sardegna_CA030B175	Sardegna_CA034B191	Sardegna_CA038B170	Sardegna_CA039B232	Sardegna_CA045B021	Sardegna_CA047B226	Sardegna_CA051B276	Sardegna_CA054B109	Sardegna_CA061B225	Sardegna_CA067B113	Sardegna_CA069B312	Sardegna_CA073B050	Sardegna_CA073B171	Sardegna_CA078B229	Sardegna_CA082A008	Sardegna_CA082B039	Sardegna_CA084B044	Sardegna_CA085B210	Sardegna_CA086B062	Sardegna_CA088B119	Sardegna_CA092B140	Sardegna_CA095B182	Sardegna_CA102B148	Sardegna_CA103B212	Sardegna_CA104B056	Sardegna_CA104B085	Sardegna_CA105B047	Sardegna_NU002B035	Sardegna_NU004B216	Sardegna_NU015B068	Sardegna_NU016B126	Sardegna_NU022B201	Sardegna_NU034B095	Sardegna_NU042B031	Sardegna_NU043B096	Sardegna_NU045B433	Sardegna_NU048B065	Sardegna_NU058B202	Sardegna_NU060B054	Sardegna_NU063B023	Sardegna_NU063B025	Sardegna_NU063B172	Sardegna_NU063B227	Sardegna_NU065B051	Sardegna_NU067B101	Sardegna_NU073B090	Sardegna_NU076B127	Sardegna_NU076B180	Sardegna_NU077B067	Sardegna_NU078B020	Sardegna_NU079B194	Sardegna_NU083B009	Sardegna_NU085B070	Sardegna_NU090B049	Sardegna_NU095B211	Sardegna_OR004B207	Sardegna_OR009B001	Sardegna_OR025B037	Sardegna_OR030B156	Sardegna_OR032E006	Sardegna_OR038B181	Sardegna_OR039B174	Sardegna_OR042B200	Sardegna_OR073B221	Sardegna_OR077B103	Sardegna_SS001B271	Sardegna_SS002B078	Sardegna_SS003B139	Sardegna_SS005B003	Sardegna_SS012B002	Sardegna_SS013B169	Sardegna_SS013B224	Sardegna_SS014B110	Sardegna_SS015B041	Sardegna_SS018B022	Sardegna_SS022B165	Sardegna_SS022B187	Sardegna_SS025B151	Sardegna_SS028B107	Sardegna_SS028B236	Sardegna_SS038B038	Sardegna_SS038B111	Sardegna_SS042B045	Sardegna_SS051B087	Sardegna_SS052B048	Sardegna_SS053B458	Sardegna_SS054B034	Sardegna_SS059B061	Sardegna_SS059B159	Sardegna_SS060B237	Sardegna_SS068B230	Sardegna_SS073B028	Sardegna_SS077B168	Sardegna_SS086B155
2006	06	22	23	22	22	19	20	20	21	23	20	21	22	19	21	25	19	21	23	22	21.2	NA	22	22	18	22	21	NA	18	NA	17	25	18	18	17	12	15	22	24	21	NA	16	22	20	18.5	20	17	25	20	NA	25	26	15	15	19	20	22	23	21	21	17	21	21	20	20	18.7	19	22	21	21	22	19	NA	16	NA	23	20	19	17	22	14	22	18	20	17	20	13	21	20	24	16	20	21	22	21	18	23	23	17	20
2006	06	23	23	19	19	21	21	16	21	23	15	21	21	19	18	22	20	21	22	19	19.6	NA	21	21	21	21	19	NA	16	NA	15	26	17	18	18	16	14	21	19	22	NA	15	22	16	13.5	19	17	24	20	NA	21	24	20	16	18	20	19	19	21	21	15	15	16	20	21	19	17	20	17	20	18	20	NA	18	NA	20	22	17	22	20	13	19	14	18	17	17	12	18	21	20	15	20	20	14	19	15	19	20	13	20
2006	06	24	26	22	22	21	21	19	21	23	17	21	21	20	18	24	19	23	23	20	20.6	NA	24	23	21	27	20	NA	16	NA	17	25	20	19	17	14	16	23	21.5	24	NA	18	22	20	15.5	19	16	24	21	NA	20	26	20	14	19	19	21	21	21	18	18	18	20	21	20	22	22	16	19	25	18	18	NA	18	NA	20	21	17	25	21	14	18	15	18	18	19	11	17	20	21	15	20	20	21	21	15	22.5	22	13	19
2006	06	25	22	22.5	22	23	23	19	21	22	18	21	21	21	20	24	21	24	23	22	22.6	NA	25	24	21	32	22	NA	17	NA	17	27	17	20	21	17	18	23	24	26	NA	20	23	21	16	20	19	23	21	NA	25	23	22	21	18	21	22	21	21	18	18	21	22	21	21	21.8	22	23	23	22	23	20	NA	18	NA	24	21	19	21	23	17	22	15	21	18	19	13	21	18	25	16	20	21	21	22	16.5	23	24	15	20
2006	06	26	24	22	22	25	21	21	22	23	21	21	24	22	NA	21	22	21	23	21	21	NA	23	21	22	26	21	NA	17	NA	18	24	20	20	19	14	18	21	20	26	NA	20	23	20	16	21	18	22	22	NA	20	24	21	17	22	21	21	21	21	18	18	23	19	21	18	21.5	22	19	21	23	22	20.5	NA	17	NA	19	21	21	20	20	19	19	19	21	19	18	13	20	19	20	18	22	21	22	21	19.5	18.5	26	18	20
2006	06	27	23	23	22	24	21	21	21	22	20	21	24	21.5	19	21	21	21	24	22	21	NA	24	23	22	21	21	NA	18	NA	19	24	19	21	21	18	18	23	22	25	NA	21	23	21	18	19	19	22	22	NA	24	24	21	19	24	21	23	21	20	20	19	22	22	21	17	22	22	22	22	23	22	20	NA	19	NA	20	21	19	20	20	18	20	19	22	18	19	14	20	18	24	19	22	22	22	21	20.5	23.5	25	19	21
2006	06	28	25	23.5	23	24	21	21	21	24	18	22	25	21.5	20	23	22	23	23	22	23	NA	24	24	23	23	22	NA	19	NA	20	25	20	21	19	17	19	25	26	28	NA	22	26	23	18	21	18	25	22	NA	25	26	22	22	21	21	25	24	21	18	18	23	24	20	22	NA	22	24	22	22	24	20	NA	20	NA	22	21	22	20	21	18	24	20	22	18	20	18	23	17	25	22	24	26	21	22	20.5	25	27	18	22
2006	06	29	23	23	23	24	21.5	22	22	21	23	20	24	22	19	22	21	23	24	23	NA	NA	24	22	20	21	22	NA	21	NA	20	21	21	21	21	19	23	23	20	30	NA	21	20	19	16	21	19	24	23	NA	20	24	21	19	20	22	20	20	24	18	19	23	22	20	19	22	22	20	23	21	22	20.5	NA	21	NA	20	20	22	23	21	22	21	22	22	20	17.5	20	22	18	21	19	21	20	25	22	22	19.5	22	19	24
2006	06	30	21	21	19	23	19.5	17	19	19	18	20	21	21.5	18	21	20	20	22	20	NA	NA	21	19	19	20	20	NA	16	NA	18	20	17	21	19	19	22	21	17	NA	NA	18	20	16	13	19	15	20	20	NA	14	20	22	15	19	22	17	16	19	15	18	18	20	20	14	20	18	17	20	NA	20	20	NA	20	NA	18	19	19	21	19	20	19	16	20	17	17.5	20	18	18	18	17	20	20	23	20	18	16.5	17	14	23
2006	07	01	22	20	20	21	21	21	22	21	16	21	21	22	18	21	21	21	23	20	21.4	NA	23	21	19	30	19	NA	17	NA	16	20	19	21	20	19	20	22	18	24	NA	18	19	18	12	19	15	23	20	NA	18	22	22	15	17	20	18	17	20	19	17	20	20	19	14	18	16	17	18	20	19	20	NA	23	NA	20	19	17	20	19	19	20	16	20	16	17	19	22	18	20	20	20	22	18	20	17	19	24	10	19
2006	07	02	21	19	20	22	20	16	19	20	20	20	21	21	19	21	20	20	23	20	21	NA	23	20	20	21	20	NA	17	NA	16	20	19	20	20	19	20	21	19	22	NA	19	18	16	13	17	14	23	20	NA	18	22	24	14	13	20	18	18	20	15	15	20	19	20	18	22	17	17	22	21	20	20	NA	22	NA	20	19	17	22	22	18	19	15	20	16	15	20	20	16	19	19	20	21	18	19	15.5	20	20	14	19
2006	07	03	21	19	19	21	21	16	18	21	15	20	22	22	18	22	19	21	23	18	21.6	NA	23	21	18	28	18	NA	16	NA	16	21	19	19	20	20	20	19	20	20	NA	16	19	18	13.5	17	15	23	20	NA	21	22	19	14	18	22	19	18	21	15	16	20	18	20	20	19	16	18	19	21	18	21.5	NA	21	NA	23	19	17	20	20	18	21	15	19	16	14	20	19	16	21	18	20	20	21	18	15.5	20	18	12	18
2006	07	04	22	20	21	21	20	18	19	21	20	20	22	21.5	17	22	19	20	21	19	20.6	NA	21	20	20	26	18	NA	16	NA	16	20	17	19	18	29	20	21	20	20	NA	18	20	18	13.5	17	15	24	19	NA	22	22	18	15	20	21	19	19	21	17	16	20	20	20	20	19	17	18	19	20	21	20	NA	19	NA	21	19	18	18	20	15	21	16	18	15	16	22	19	17	22	18	25	20	18	20	15.5	22	19	11	20
2006	07	05	22	22	22	22	19	20	19	21	20	20	21	21.5	15	23	20	20	21	21	22.6	NA	22	21	24	31	21	NA	18	NA	15	20	19	19	18	20	19	21	22	21	NA	19	20	19	16	17	15	24	19	NA	22	22	18	17	19	21	19	18	21	18	16	21	20	19	19	21.3	19	20	22	23	19	19	NA	17	NA	21	21	20	17	20	15	21	16	22	17	21	22	18	19	22	17	20	20	21	20	16	22	20	10	20
2006	07	06	23	22	22	24	22	20	21	21	20	19	24	20.5	20	23	20	23	24	23	23.6	NA	24	24	22	26	22	NA	20	NA	19	21	19	22	21	18	21	22	23	22	NA	22	22	20	17.5	20	17	22	20	NA	22	22	18	21	17	21	21	20	21	18	18	26	22	19	19	23.8	24	21	24	24	22	18	NA	18	NA	22	21	21	23	20	16	23	21	24	20	18.5	23	20	18	20	18	21	20	25	21	18.5	22.5	23	15	20
2006	07	07	23	22.5	21	24	22	18	20	21	21	22	24	20	20	22	23	21	23	22	21	NA	24	21	17	25	21	NA	18	NA	16	20	20	22	22	19	21	21	19	21	NA	22	21	18	14	19	16	21	19	NA	20	22	18	16	19	24	19	18	21	16	21	21	20	19	19	21.7	22	20	22	23	23	18	NA	17	NA	20	23	21	22	19	22	21	20	21	19	17	22	20	17	18	18	20	20	21	22	19	19	19	14	21
2006	07	08	20	19	18	22	19	18	18	17	22	22	21	22.5	19	20	20	22	21	21	19.4	NA	20	19	18	20	18	NA	16	NA	17	19	17	21	20	21	20	17	16.5	19	NA	16	19	14	10.5	17	14	21	18	NA	18	19	14	14	18	21	14	13	20	14	15	20	17	20	18	18.7	16	16	18	21	22	19	NA	18	NA	18	20	19	20	17	18	19	18	20	17	13.5	19	20	18	18	19	18	18	21	21	17.5	16.5	18	12	19
2006	07	09	19	19	19	21	21	17	18	17	22	22	22	21.5	18	20	20	21	22	18	19.6	NA	21	17	17	23	18	NA	16	NA	16	17	19	20	20	19	19	16	16	20	NA	18	18	15	11	17	14	20	17	NA	19	19	14	14	15	20	15	14	19	14	16	20	18	20	19	19	16	17	19	21	20	20	NA	21	NA	18	20	20	20	18	16	20	19	20	15	15	19	18	19	18	16	18	16	21	20	16	18	19	15	19
2006	07	10	21	19	19	20	19	17	17	18	16	23	21	21	18	20	19	19	21	20	20.2	NA	22	19	18	24	19	NA	15	NA	16	17	16	20	20	21	20	16	18	19	NA	16	18	18	13.5	17	16	20	17	NA	18	20	14	15	16	21	17	15	19	13	15	16	18	20	18	18	18	17	18	19	19	20	NA	22	NA	18	19	19	21	19	19	19	16	20	17	14.5	18	22	18	19	17	18	16	21	20	16	19	21	15	19
2006	07	11	21	20	19	21	19	17	17	20	18	22	22	21.5	18	21	19	21	22	20	20.2	NA	23	20	20	22	20	NA	16	NA	17	19	20	20	20	19	21	17	19	18	NA	17	19	16	13	17	15	21	17	NA	19	22	17	15	18	22	16	17	20	13	16	20	18	19	19	20.8	18	18	20	20	18	19	NA	21	NA	20	19	19	20	20	16	21	16	20	15	13	21	18	18	21	19	19	20	21	20	16	20	22	14	19
2006	07	12	22	20	19	21	20	17	17	20	17	21	21	21	20	21	20	19	22	19	19.8	NA	22	21	20	21	20	NA	16	NA	17	17	18	20	20	19	20	18	19	20	NA	18	19	16	13.5	17	14	23	19	NA	19	23	17	14	16	22	17	16	21	13	15	20	18	19	20	18.5	18	18	19	20	19	21	NA	22	NA	20	20	20	18	20	16	20	17	20	15	15	22	18	19	22	18	18	19	21	19	16	22	23	15	18
2006	07	13	21	20	22	21	21	17	17	20	NA	21	25	21.5	18	22	20	18	21	20	19.4	NA	22	21	20	24	20	NA	15	NA	17	19	18	21	21	20	23	20	20	21	NA	18	20	18	15.5	17	15	23	20	NA	22	23	17	15	16	20	17	18	21	15	16	21	20	20	20	20	20	19	21	20	19	20	NA	23	NA	22	22	21	21	21	16	22	16	21	16	15	21	19	18	23	16	19	20	21	21	16.5	22.5	24	14	20
2006	07	14	21	22	22	21	20	17	18	21	22	21	21	22	20	22	19	20	22	21	22.2	NA	23	21	20	27	20	NA	16	NA	18	20	19	20	21	20	23	20	20	21	NA	18	18	17	13	16	14	22	19	NA	20	23	17	15	17	22	17	18	21	14	15	21	19	20	21	20.3	19	19	21	20	19	21	NA	23	NA	21	23	20	18	20	17	22	17	22	16	14.5	21	20	18	21	18	19	20	22	21	18	22	20	16	18
2006	07	15	21	22	23	21	21	17	19	21	20	22	22	23	20	23	20	21	24	21	22	NA	23	21	20	26	21	NA	18	NA	18	18	20	20	21	21	23	21	21	19	NA	19	18	19	13	15	14	22	19	NA	18	23	17	16	17	23	18	18	21	16	18	21	21	20	20	20.9	19	21	20	21	22	21	NA	24	NA	21	22	20	18	21	16	23	18	22	17	14.5	20	19	19	22	16	20	20	22	22	17	22	21	14	14
2006	07	16	22	22	21	21	21	19	19	20	20	22	22	21.5	20	23	20	22	22	21	22.2	NA	23	22	22	28	21	NA	16	NA	20	20	20	20	19	19	22	18	20	19	NA	18	18	18	13	16	15	24	19	NA	20	22	17	15	16	23	17	17	21	14	18	21	19	20	20	20.7	18	17	20	22	22	20.5	NA	24	NA	20	20	19	18	23	16	22	17	22	15	13.5	20	21	20	22	17	18	17	21	22	18	22	23	15	14
2006	07	17	21	20	20	21	20	19	18	20	18	22	21	21	15	23	20	21	23	21	21.4	NA	23	21	21	25	22	NA	16	NA	21	19	21	20	19	18	22	17	17	19	NA	18	18	16	13	16	15	24	19	NA	19	21	16	16	15	23	17	17	21	15	18	21	18	20	20	20	20	19	19	21	20	20.5	NA	24	NA	21	20	18	17	19	16	22	16	20	14	15	19	18	19	21	16	17	18	21	22	18	20	18	14	14
2006	07	18	20	20	22	21	19.5	18	18	19	18	20	21	20	16	22	20	21	22	21	21	NA	23	20	21	26	21	NA	15	NA	18	19	18	20	19	20	21	18	18	19	NA	17	19	17	11	16	14	24	18	NA	20	21	16	15	16	20	16	16	20	14	15	22	18	20	20	19.5	19	20	20	21	19	20	NA	23	NA	21	22	21	18	20	16	21	17	21	16	12	20	20	18	21	15	19	18	20	21	17.5	19	20	15	17
2006	07	19	20	20	20	20	19.5	18	16	18	18	22	21	21	18	23	19	22	21	20	20	NA	21	19	19	20	20	NA	14	NA	16	16	18	19	17	19	22	17	17	18	NA	14	17	13	8	17	11	19	16	NA	17	24	13	10	14	19	13	13	18	14	14	22	17	20	21	18	17	17	17	21	19	20	NA	19	NA	19	21	18	16	18	15	21	15	18	14	13	20	19	19	21	15	18	17	21	20	17	21	18	11	17
2006	07	20	19	20	19	20	19	18	16	19	21	22	20	20	18	22	19	19	20	20	19.6	NA	21	19	19	24	20	NA	14	NA	14	17	17	18	18	20	20	17	19	19	NA	18	18	15	10.5	15	10	21	18	NA	18	23	16	12	12	19	16	14	18	15	14	20	18	20	20	19	18	22	19	20	19	20	NA	16	NA	21	21	18	17	20	12	20	15	19	15	14	20	20	18	22	15	18	19	20	24	15.5	22	15	16	13
2006	07	21	20	20	23	21	19	18	17	20	20	22	21	21.5	20	21	19	21	23	20	20.6	NA	22	20	20	26	20	NA	15	NA	16	20	19	19	19	19	20	19	20	19	NA	19	18	17	13	16	15	22	19	NA	20	25	18	13	15	20	17	15	17	15	16	21	20	19	20	20.2	20	21	21	20	19	20	NA	19	NA	23	21	18	19	21	15	21	16	19	15	14	22	18	19	22	15	19	20	18	19	16	22	16	14	17
2006	07	22	22	22	22	22	20	20	19	22	19	23	21	22	17	23	20	23	26	20	21.2	NA	23	22	20	23	19	NA	15	NA	18	21	20	20	21	20	20	20	20	20	NA	18	18	19	13	16	15	23	19	NA	22	26	20	15	20	22	20	15	24	14	17	21	20	19	22	18.3	20	20	20	21	20	19.5	NA	21	NA	23	21	18	22	22	16	21	16	19	16	14.5	22	19	18	22	16	19	20	21	19	15	22	18	16	19
2006	07	23	24	20	22	23	20	19	20	24	18	23	22	22	18	25	20	23	24	20	22	NA	23	22	20	23	18	NA	16	NA	18	23	20	19	20	23	20	NA	22	21	NA	18	19	19	16.5	17	17	24	22	NA	24	25	20	16	20	22	21	15	25	16	18	21	21	19	22	17	20	20	19	21	20	20	NA	20	NA	22	21	18	22	22	16	21	15	20	17	16	22	18	18	22	16	20	20	21	20	15	22	24	15	20
2006	07	24	25	22	22	24	20.5	19	21	22	21	22	24	22.5	20	22	19	22	23	20	23	NA	25	20	20	26	21	NA	18	NA	19	21	20	22	20	20	22	19	20	20	NA	19	20	19	15.5	17	16	24	20	NA	22	23	20	16	21	24	20	15	22	17	18	23	22	20	19	21.4	19	21	18	24	22	20.5	NA	22	NA	20	20	21	20	21	18	21	16	22	18	15.5	21	19	17	22	16	21	20	21	21	19	22	23	17	23
2006	07	25	24	22	22	21	20	20	19	21	20	22	24	21.5	20	24	20	22	23	23	23.8	NA	24	22	22	24	22	NA	20	NA	18	21	20	21	20	21	23	18	19	19	NA	17	20	17	13.5	17	15	24	21	NA	22	24	18	16	17	23	19	19	22	15	17	23	19	20	21	20.5	20	20	19	21	21	20	NA	23	NA	22	21	21	22	22	18	22	18	23	17	16	21	20	18	21	15	23	20	21	22	19	22	20	17	20
2006	07	26	22	22	19	21	21	20	18	20	21	22	22	22	20	24	20	22	23	22	21.6	NA	23	20	22	25	22	NA	20	NA	18	20	20	22	22	23	24	19	20	20	NA	18	20	18	13.5	17	14	24	20	NA	21	24	18	15	18	23	18	18	22	16	18	23	19	19	22	20.3	19	20	20	21	22	20	NA	24	NA	21	23	21	23	22	19	23	19	22	18	16.5	21	21	18	22	18	20	21	22	23	19	22	22	16	16
2006	07	27	23	22	23	22	21	20	19	20	20	23	24	22.5	22	24	21	22	24	23	23.6	NA	24	22	21	26	22	NA	21	NA	18	21	21	23	22	23	22	20	21	19	NA	19	20	19	13.5	18	15	25	21	NA	22	24	16	16	17	24	19	19	22	17	17	21	20	19	23	22.1	20	19	20	22	22	20	NA	21	NA	23	23	21	22	22	19	21	18	23	19	16	22	20	20	23	18	21	20	21	21	19	22	24	17	14
2006	07	28	23	22.5	22	22	22	20	19	21	20	23	23	23	20	24	21	23	25	21	22.8	NA	24	22	23	29	20	NA	21	NA	18	21	21	22	23	24	23	21	21	19	NA	20	20	19	13.5	18	15	24	20	NA	23	25	17	17	18	23	20	19	24	15	19	22	20	20	23	22.6	22	21	19	22	21	20.5	NA	22	NA	23	23	21	21	22	18	22	18	21	18	16	22	20	20	23	19	21	20	21	23	19	22.5	25	16	14
2006	07	29	24	23	24	22	21	21	21	22	20	22	25	23	20	25	21	23	24	24	24.6	NA	26	22	24	25	23	NA	20	NA	21	21	23	22	22	22	22	21	20	19	NA	20	20	19	16.5	19	17	23	22	NA	22	25	17	16	18	23	20	20	24	15	19	22	21	20	24	21.6	20	22	22	23	22	20	NA	21	NA	23	23	22	20	22	18	22	17	23	17	19	22	21	19	24	19	22	20	22	24	19	20.5	24	14	14
2006	07	30	22	22	21	23	21	21	22	19	19	22	23	23	18	25	22	24	23	24	23.4	NA	23	22	22	24	22	NA	21	NA	21	19	20	24	19	21	23	19	18	19	NA	21	19	19	13.5	18	15	24	20	NA	18	22	18	15	17	23	17	15	25	17	18	21	21	20	21	22.1	20	20	22	24	22	20.5	NA	23	NA	20	22	22	23	20	21	22	20	23	20	18.5	22	21	18	20	17	21	20	24	24	19	19	22	15	18
2006	07	31	23	22	22	23	22	19	20	20	21	23	24	23.5	20	23	22	21	24	23	24.4	NA	23	21	20	25	22	NA	22	NA	21	19	19	23	24	23	22	20	21	20	NA	20	19	18	14	19	15	24	20	NA	19	24	17	16	16	22	18	15	21	16	16	22	20	20	20	18.6	19	18	20	22	22	20	NA	24	NA	20	22	22	23	21	23	21	19	23	20	21	20	20	18	20	18	21	20	21	24	13	19	19	16	17
2006	08	01	24	22	22	22	21.5	20	20	22	21	20	26	24	19	23	22	22	25	21	23.2	NA	25	21	19	27	19	NA	20	NA	21	22	21	22	24	28	23	19	21	20	NA	18	20	18	14.5	17	16	25	20	NA	21	26	18	15	18	22	20	15	24	17	18	20	19	20	20	21.5	19	19	22	22	21	22	NA	28	NA	22	21	20	23	21	22	21	18	21	20	20.5	20	18	18	22	17	25	23	21	21	16	22	21	15	NA
2006	08	02	22	23	21	24	22	19	22	20	20	20	26	24	20	23	22	24	25	21	23.8	NA	24	21	21	25	22	NA	20	NA	22	22	21	25	24	28	23	20	20	20	NA	21	20	18	15	19	15	25	22	NA	19	24	16	17	22	20	20	15	26	17	23	22	21	20	19	22	22	20	22	22	22	20	NA	26	NA	21	21	24	25	21	19	22	17	25	22	19	21	19	19	20	18	21	20	25	24	17	19.5	23	16	NA
2006	08	03	21	22	23	25	21	18	21	18	20	20	22	22	20	23	22	22	23	23	21.8	NA	23	21	21	22	21	NA	21	NA	21	18	19	24	23	19	22	18	19	19	NA	20	18	18	13	19	14	25	20	NA	18	21	14	18	19	19	16	14	24	16	21	21	20	20	18	21	21	18	21	21	22	19	NA	26	NA	19	21	22	23	19	16	20	20	24	20	13	22	21	16	18	19	21	19	25	24	20.5	19	21	20	NA
2006	08	04	20	21	19	24	19	18	19	17	NA	20	21	20	19	22	21	21	21	22	22.2	NA	22	20	22	20	20	NA	20	NA	21	22	22	22	22	20	22	15	16	18	NA	20	16	14	10	19	16	27	19	NA	16	19	14	15	16	19	14	14	21	14	21	21	18	20	20	18.8	17	16	19	20	21	18	NA	26	NA	17	21	20	21	18	12	18	17	21	18	12.5	21	19	17	18	18	17	17	21	21	19	16	15	17	NA
2006	08	05	17	19	18	22	20	18	19	15	21	18	21	19.5	20	21	20	20	20	22	20.2	NA	24	20	18	19	21	NA	22	NA	19	15	19	17	18	18	22	15	15	16	NA	16	15	13	11.5	15	13	24	17	NA	16	18	14	14	14	19	13	12	17	12	15	20	16	18	17	18	18	15	18	19	19	20	NA	25	NA	15	22	17	18	13	13	17	13	18	14	12	20	17	17	17	18	16	15	21	19	15.5	15.5	16	15	NA
2006	08	06	16	16	16	19	22	15	17	15	21	18	21	19	15	21	20	17	20	20	18	NA	20	18	17	18	17	NA	25	NA	19	16	19	20	17	17	20	15	15	16	NA	17	15	13	10	14	12	21	16	NA	15	17	14	12	13	19	13	12	17	11	17	20	16	18	18	16	17	15	18	18	16	19	NA	26	NA	15	20	18	17	14	14	17	13	18	12	13	20	15	18	17	15	17	15	19	21	15.5	15	15	13	NA
2006	08	07	17	18	17	20	22	15	17	15	15	18	19	20	17	20	21	18	21	20	19.8	NA	22	17	16	18	18	NA	25	NA	18	16	17	19	19	17	20	15	14.5	17	NA	18	16	14	8.5	15	13	19	16	NA	16	17	13	13	14	20	13	12	18	10	16	20	17	18	15	17	16	15	18	19	17	18	NA	20	NA	16	18	18	18	16	13	17	16	18	20	13.5	18	14	16	17	15	17	15	20	18	16	16	17	14	NA
2006	08	08	17	17	16	20	22.5	15	18	17	17	20	18	19	16	20	19	18	20	19	18.6	NA	19	18	18	26	17	NA	24	NA	18	16	16	22	18	16	20	15	14.5	16	NA	16	17	16	10	15	12	19	17	NA	14	19	13	12	14	19	14	14	21	9	16	20	16	17	15	17	16	15	17	18	16	19	NA	19	NA	17	18	18	19	14	13	18	16	19	15	12.5	16	16	15	18	16	17	16	21	22	16	16	16	14	NA
2006	08	09	18	19	19	20	22	16	17	17	16	20	19	19.5	15	20	18	17	20	20	18.4	NA	20	17	18	17	18	NA	24	NA	18	16	17	19	19	16	20	16	15	16	NA	17	17	14	10	15	14	20	17	NA	16	21	13	11	13	19	15	13	19	10	20	20	17	17	16	17	16	15	17	18	18	18.5	NA	21	NA	15	19	18	18	13	12	18	15	20	14	13	13	19	16	18	16	17	15	21	18	16.5	16	18	15	NA
2006	08	10	17	16	16	18	22	15	16	14	15	20	17	18	15	20	19	16	20	19	18	NA	18	17	18	24	18	NA	22	NA	18	14	15	19	19	16	19	17	14.5	16	NA	15	15	13	8	13	12	17	15	NA	14	15	12	11	13	18	12	12	15	11	13	18	15	18	15	15.2	15	14	16	19	18	19	NA	22	NA	15	20	17	18	16	14	16	14	18	14	17	12	18	15	17	15	17	16	19	19	16	16	16	13	NA
2006	08	11	17	19	19	17	21	15	19	15	16	20	18	19	15	21	18	15	21	19	19	NA	19	19	16	22	17	NA	14	NA	18	15	19	21	19	15	22	16	15.5	17	NA	16	16	13	10	13	12	17	16	NA	16	18	12	14	13	18	14	12	15	14	16	17	16	18	15	16.3	15	14	17	19	19	19	NA	23	NA	17	21	20	19	18	18	19	15	21	16	17.5	13	20	15	17	16	18	16	21	21	15	16.5	19	13	NA
2006	08	12	17	19	19	20	22	15	18	15	15	20	16	18	19	20	18	18	20	19	18.8	NA	22	18	16	24	18	NA	19	NA	15	16	18	23	23	16	22	14	15	18	NA	15	15	12	10	13	16	18	17	NA	15	20	12	15	12	19	15	11	15	14	20	17	16	18	15	14.9	15	14	15	18	18	19.5	NA	21	NA	16	22	20	20	17	21	18	18	19	17	15.5	13	NA	16	16	16	17	14	21	22	17	15.5	20	11	NA
2006	08	13	18	19	19	20	21	15	16	15	17	20	17	18	18	20	18	17	20	18	17.4	NA	20	16	13	25	17	NA	15	NA	17	13	18	18	20	15	23	13	13.5	16	NA	14	16	13	8	17	15	18	16	NA	13	18	11	12	14	19	14	12	15	10	20	15	16	16	16	15.7	16	14	17	18	18	18	NA	20	NA	15	19	18	21	15	18	16	16	17	15	16	12	17	15	16	13	16	16	21	16	16.5	14	18	12	NA
2006	08	14	15	14	16	16	21.5	12	14	14	12	21	15	17.5	13	17	18	15	18	15	15.4	NA	17	14	17	26	14	NA	12	NA	11	12	13	20	20	17	23	16	12	14	NA	13	15	11	7	16	10	18	15	NA	13	17	11	10	14	18	11	10	15	10	10	15	18	18	17	13	13	12	14	14	13	18.5	NA	23	NA	14	20	18	18	16	18	16	16	17	14	12	13	15	15	16	14	15	14	18	18	13	14	16	10	NA
2006	08	15	17	16	17	18	21	15	15	16	14	20	17	17.5	16	19	20	15	19	18	17.6	NA	22	17	22	25	15	NA	14	NA	19	16	16	19	17	18	21	17	15	18	NA	15	17	13	10.5	14	12	18	17	NA	15	17	11	12	14	18	13	11	15	12	10	16	18	18	16	14.8	16	15	16	17	16	20	NA	20	NA	14	20	17	16	16	14	17	14	17	17	17.5	15	15	16	17	13	16	21	18	21	18	16	14	11	NA
2006	08	16	20	20	22	18	22	15	18	17	17	20	20	17	20	23	19	17	20	21	23.2	NA	15	21	19	25	16	NA	18	NA	19	20	16	20	18	18	22	21	19	17	NA	16	19	20	16	14	13	17	18	NA	19	18	12	18	14	20	16	11	16	12	16	18	15	18	15	18.8	17	20	19	23	21	19	NA	19	NA	15	21	20	19	19	14	20	13	19	15	17.5	15	20	17	20	15	20	19	19	18	13	19	21	10	NA
2006	08	17	21	22	21	22	21	15	20	20	21	20	23	22	21	22	18	21	19	21	23.6	NA	23	20	23	22	21	NA	19	NA	21	20	21	22	21	19	21	18	18	20	NA	18	19	18	13	15	17	23	20	NA	20	20	12	15	15	23	17	17	20	15	19	21	15	18	18	18.9	18	18	21	23	21	18.5	NA	20	NA	20	20	20	21	19	13	20	18	21	18	17	20	19	16	20	18	20	19	21	21	20	19	22	17	NA
2006	08	18	21	20	22	21	21.5	21	21	20	20	20	25	23	21	23	18	21	21	21	22.8	NA	23	21	23	21	22	NA	17	NA	21	18	24	21	20	17	22	17	19	19	NA	20	19	17	13	19	18	23	20	NA	18	21	11	16	20	24	18	17	21	15	21	21	20	18	20	21.8	22	17	20	21	22	18	NA	22	NA	20	20	22	22	18	16	20	20	22	17	19	20	19	15	19	19	20	18	22	22	20	18	21	17	NA
